thermodynamics,e kirkman,0.3818813079129867
thermodynamics,e s veryaeva,0.3240906080438343
thermodynamics,edward p bass,0.32659863237109044
thermodynamics,erdogan madenci,0.3526728079292991
thermodynamics,erich a mller,0.44570017797690936
thermodynamics,ersin yurtsever,0.3550234734023465
thermodynamics,eugene j fine,0.6030226891555273
thermodynamics,f calvo,0.3550234734023465
thermodynamics,f faridbod,0.38254602783800296
thermodynamics,f hellman,0.3159667442917844
thermodynamics,f kucuk,0.5455447255899809
thermodynamics,fan zhang,0.5473987486932373
thermodynamics,g e jelinek,0.3464101615137755
thermodynamics,g penavergara,0.3328751429678414
thermodynamics,g rezaei behbehani,0.38254602783800296
thermodynamics,gary h rinehart,0.4803844614152615
thermodynamics,george jackson,0.44570017797690936
thermodynamics,giomal a antonio,0.38914482105801235
thermodynamics,gordon w semenoff,0.5722930891116556
thermodynamics,grimaldi mg,0.35066719218483605
thermodynamics,h zou,0.314926029022481
thermodynamics,hanno reckmann,0.3138229572304239
thermodynamics,hao yu,0.5107539184552492
thermodynamics,henri szwarc,0.4070457892053472
thermodynamics,hiroshi iyetomi,0.38914482105801235
thermodynamics,hiroyuki shiba,0.4392292959596659
thermodynamics,hj ramey,0.5455447255899809
thermodynamics,hugo massaldi,0.3347193406976015
thermodynamics,hugo ricardo zschommler sandim,0.3240906080438343
thermodynamics,i ansara,0.5163977794943223
thermodynamics,ig botsan,0.3424150435005797
thermodynamics,ingvar ebbsj,0.38914482105801235
thermodynamics,ioan merches,0.3081578172139684
thermodynamics,ip romanova,0.36913583036771336
thermodynamics,irina a uspenskaya,0.3240906080438343
thermodynamics,is belinskaya,0.3424150435005797
thermodynamics,ismet gursul,0.3629330931556489
thermodynamics,iulia m lazar,0.3084246847506244
thermodynamics,j s kirkaldy,0.314926029022481
thermodynamics,j t stuart,0.32659863237109044
thermodynamics,james a c ladyman,0.43301270189221935
thermodynamics,jan ambjorn,0.5722930891116556
thermodynamics,jan iciek,0.3233808333817773
thermodynamics,jane h davidson,0.3216337604513385
thermodynamics,jatin bhatt,0.3138229572304239
thermodynamics,jean drowart,0.32780503405359296
thermodynamics,jeffrey a hoffman,0.30983866769659335
thermodynamics,jeffrey f ellena,0.3084246847506244
thermodynamics,jing ning,0.387940088722229
thermodynamics,jingren deng,0.3084246847506244
thermodynamics,john d lambris,0.3160408149121049
thermodynamics,jonathan a wright,0.32357511446471704
thermodynamics,josp rino,0.38914482105801235
thermodynamics,juan heberto gavio rodrguez,0.3572172541558801
thermodynamics,julio jover,0.44570017797690936
thermodynamics,k d zilnyk,0.3240906080438343
thermodynamics,k nagarajan,0.3969283100678677
thermodynamics,kazumoto iguchi,0.3403516468284207
thermodynamics,ke han,0.43301270189221935
thermodynamics,keith michel,0.3159667442917844
thermodynamics,kenneth s pitzer,0.4803844614152615
