8,44
25,44
32,99
113,37
115,43
161,41
167,35
219,46
272,30
295,41
304,45
317,80
428,408
431,44
445,36
470,38
499,108
513,40
578,30
677,37
726,30
746,78
754,31
810,30
881,44
1034,36
1080,41
1378,335
1469,81
1472,150
1745,37
1813,35
1817,30
2148,114
2229,34
2509,36
2944,440
3261,32
3793,108
3912,86
13498,73
